ID,Group,Treatment,Replicate,Pairing date,Pair ID,Day egg laid,Date egg laid,Date of measure,Devt time,males,females,Total,Comments
F-C-1-14,F-C-1,F-C,1,10-Apr-24,14,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-15,F-C-1,F-C,1,10-Apr-24,15,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-16,F-C-1,F-C,1,10-Apr-24,16,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-17,F-C-1,F-C,1,10-Apr-24,17,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-18,F-C-1,F-C,1,10-Apr-24,18,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-19,F-C-1,F-C,1,10-Apr-24,19,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-20,F-C-1,F-C,1,10-Apr-24,20,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-21,F-C-1,F-C,1,10-Apr-24,21,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-22,F-C-1,F-C,1,10-Apr-24,22,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-23,F-C-1,F-C,1,10-Apr-24,23,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-24,F-C-1,F-C,1,10-Apr-24,24,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-25,F-C-1,F-C,1,10-Apr-24,25,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-26,F-C-1,F-C,1,10-Apr-24,26,2+,12-Apr-24,10-May-24,28,0,1,1,NA
F-C-1-27,F-C-1,F-C,1,10-Apr-24,27,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-28,F-C-1,F-C,1,10-Apr-24,28,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-29,F-C-1,F-C,1,10-Apr-24,29,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-30,F-C-1,F-C,1,10-Apr-24,30,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-31,F-C-1,F-C,1,10-Apr-24,31,2+,12-Apr-24,10-May-24,28,0,1,1,NA
F-C-1-32,F-C-1,F-C,1,10-Apr-24,32,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-33,F-C-1,F-C,1,10-Apr-24,33,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-34,F-C-1,F-C,1,10-Apr-24,34,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-35,F-C-1,F-C,1,10-Apr-24,35,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-36,F-C-1,F-C,1,10-Apr-24,36,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-37,F-C-1,F-C,1,10-Apr-24,37,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-38,F-C-1,F-C,1,10-Apr-24,38,2+,12-Apr-24,10-May-24,28,1,0,1,NA
F-C-1-39,F-C-1,F-C,1,10-Apr-24,39,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-40,F-C-1,F-C,1,10-Apr-24,40,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-41,F-C-1,F-C,1,10-Apr-24,41,2+,12-Apr-24,10-May-24,28,1,0,1,NA
F-C-1-42,F-C-1,F-C,1,10-Apr-24,42,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-43,F-C-1,F-C,1,10-Apr-24,43,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-44,F-C-1,F-C,1,10-Apr-24,44,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-45,F-C-1,F-C,1,10-Apr-24,45,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-46,F-C-1,F-C,1,10-Apr-24,46,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-47,F-C-1,F-C,1,10-Apr-24,47,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-48,F-C-1,F-C,1,10-Apr-24,48,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-49,F-C-1,F-C,1,10-Apr-24,49,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-50,F-C-1,F-C,1,10-Apr-24,50,2+,12-Apr-24,10-May-24,28,0,0,0,NA
F-C-1-1,F-C-1,F-C,1,10-Apr-24,1,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-2,F-C-1,F-C,1,10-Apr-24,2,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-3,F-C-1,F-C,1,10-Apr-24,3,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-4,F-C-1,F-C,1,10-Apr-24,4,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-5,F-C-1,F-C,1,10-Apr-24,5,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-6,F-C-1,F-C,1,10-Apr-24,6,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-7,F-C-1,F-C,1,10-Apr-24,7,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-8,F-C-1,F-C,1,10-Apr-24,8,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-9,F-C-1,F-C,1,10-Apr-24,9,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-10,F-C-1,F-C,1,10-Apr-24,10,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-11,F-C-1,F-C,1,10-Apr-24,11,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-12,F-C-1,F-C,1,10-Apr-24,12,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-13,F-C-1,F-C,1,10-Apr-24,13,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-14,F-C-1,F-C,1,10-Apr-24,14,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-15,F-C-1,F-C,1,10-Apr-24,15,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-16,F-C-1,F-C,1,10-Apr-24,16,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-17,F-C-1,F-C,1,10-Apr-24,17,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-18,F-C-1,F-C,1,10-Apr-24,18,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-19,F-C-1,F-C,1,10-Apr-24,19,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-20,F-C-1,F-C,1,10-Apr-24,20,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-21,F-C-1,F-C,1,10-Apr-24,21,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-22,F-C-1,F-C,1,10-Apr-24,22,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-23,F-C-1,F-C,1,10-Apr-24,23,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-24,F-C-1,F-C,1,10-Apr-24,24,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-25,F-C-1,F-C,1,10-Apr-24,25,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-26,F-C-1,F-C,1,10-Apr-24,26,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-27,F-C-1,F-C,1,10-Apr-24,27,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-28,F-C-1,F-C,1,10-Apr-24,28,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-29,F-C-1,F-C,1,10-Apr-24,29,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-30,F-C-1,F-C,1,10-Apr-24,30,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-31,F-C-1,F-C,1,10-Apr-24,31,2+,12-Apr-24,11-May-24,29,1,0,1,NA
F-C-1-32,F-C-1,F-C,1,10-Apr-24,32,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-33,F-C-1,F-C,1,10-Apr-24,33,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-34,F-C-1,F-C,1,10-Apr-24,34,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-35,F-C-1,F-C,1,10-Apr-24,35,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-36,F-C-1,F-C,1,10-Apr-24,36,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-37,F-C-1,F-C,1,10-Apr-24,37,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-38,F-C-1,F-C,1,10-Apr-24,38,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-39,F-C-1,F-C,1,10-Apr-24,39,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-40,F-C-1,F-C,1,10-Apr-24,40,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-41,F-C-1,F-C,1,10-Apr-24,41,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-42,F-C-1,F-C,1,10-Apr-24,42,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-43,F-C-1,F-C,1,10-Apr-24,43,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-44,F-C-1,F-C,1,10-Apr-24,44,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-45,F-C-1,F-C,1,10-Apr-24,45,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-46,F-C-1,F-C,1,10-Apr-24,46,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-47,F-C-1,F-C,1,10-Apr-24,47,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-48,F-C-1,F-C,1,10-Apr-24,48,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-49,F-C-1,F-C,1,10-Apr-24,49,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-50,F-C-1,F-C,1,10-Apr-24,50,2+,12-Apr-24,11-May-24,29,0,0,0,NA
F-C-1-1,F-C-1,F-C,1,10-Apr-24,1,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-2,F-C-1,F-C,1,10-Apr-24,2,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-3,F-C-1,F-C,1,10-Apr-24,3,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-4,F-C-1,F-C,1,10-Apr-24,4,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-5,F-C-1,F-C,1,10-Apr-24,5,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-6,F-C-1,F-C,1,10-Apr-24,6,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-7,F-C-1,F-C,1,10-Apr-24,7,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-8,F-C-1,F-C,1,10-Apr-24,8,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-9,F-C-1,F-C,1,10-Apr-24,9,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-10,F-C-1,F-C,1,10-Apr-24,10,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-11,F-C-1,F-C,1,10-Apr-24,11,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-12,F-C-1,F-C,1,10-Apr-24,12,2+,12-Apr-24,12-May-24,30,1,0,1,NA
F-C-1-13,F-C-1,F-C,1,10-Apr-24,13,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-14,F-C-1,F-C,1,10-Apr-24,14,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-15,F-C-1,F-C,1,10-Apr-24,15,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-16,F-C-1,F-C,1,10-Apr-24,16,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-17,F-C-1,F-C,1,10-Apr-24,17,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-18,F-C-1,F-C,1,10-Apr-24,18,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-19,F-C-1,F-C,1,10-Apr-24,19,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-20,F-C-1,F-C,1,10-Apr-24,20,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-21,F-C-1,F-C,1,10-Apr-24,21,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-22,F-C-1,F-C,1,10-Apr-24,22,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-23,F-C-1,F-C,1,10-Apr-24,23,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-24,F-C-1,F-C,1,10-Apr-24,24,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-25,F-C-1,F-C,1,10-Apr-24,25,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-26,F-C-1,F-C,1,10-Apr-24,26,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-27,F-C-1,F-C,1,10-Apr-24,27,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-28,F-C-1,F-C,1,10-Apr-24,28,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-29,F-C-1,F-C,1,10-Apr-24,29,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-30,F-C-1,F-C,1,10-Apr-24,30,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-31,F-C-1,F-C,1,10-Apr-24,31,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-32,F-C-1,F-C,1,10-Apr-24,32,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-33,F-C-1,F-C,1,10-Apr-24,33,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-34,F-C-1,F-C,1,10-Apr-24,34,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-35,F-C-1,F-C,1,10-Apr-24,35,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-36,F-C-1,F-C,1,10-Apr-24,36,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-37,F-C-1,F-C,1,10-Apr-24,37,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-38,F-C-1,F-C,1,10-Apr-24,38,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-39,F-C-1,F-C,1,10-Apr-24,39,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-40,F-C-1,F-C,1,10-Apr-24,40,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-41,F-C-1,F-C,1,10-Apr-24,41,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-42,F-C-1,F-C,1,10-Apr-24,42,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-43,F-C-1,F-C,1,10-Apr-24,43,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-44,F-C-1,F-C,1,10-Apr-24,44,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-45,F-C-1,F-C,1,10-Apr-24,45,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-46,F-C-1,F-C,1,10-Apr-24,46,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-47,F-C-1,F-C,1,10-Apr-24,47,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-48,F-C-1,F-C,1,10-Apr-24,48,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-49,F-C-1,F-C,1,10-Apr-24,49,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-50,F-C-1,F-C,1,10-Apr-24,50,2+,12-Apr-24,12-May-24,30,0,0,0,NA
F-C-1-1,F-C-1,F-C,1,10-Apr-24,1,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-2,F-C-1,F-C,1,10-Apr-24,2,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-3,F-C-1,F-C,1,10-Apr-24,3,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-4,F-C-1,F-C,1,10-Apr-24,4,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-5,F-C-1,F-C,1,10-Apr-24,5,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-6,F-C-1,F-C,1,10-Apr-24,6,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-7,F-C-1,F-C,1,10-Apr-24,7,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-8,F-C-1,F-C,1,10-Apr-24,8,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-9,F-C-1,F-C,1,10-Apr-24,9,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-10,F-C-1,F-C,1,10-Apr-24,10,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-11,F-C-1,F-C,1,10-Apr-24,11,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-12,F-C-1,F-C,1,10-Apr-24,12,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-13,F-C-1,F-C,1,10-Apr-24,13,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-14,F-C-1,F-C,1,10-Apr-24,14,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-15,F-C-1,F-C,1,10-Apr-24,15,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-16,F-C-1,F-C,1,10-Apr-24,16,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-17,F-C-1,F-C,1,10-Apr-24,17,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-18,F-C-1,F-C,1,10-Apr-24,18,2+,12-Apr-24,13-May-24,31,1,0,1,NA
F-C-1-19,F-C-1,F-C,1,10-Apr-24,19,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-20,F-C-1,F-C,1,10-Apr-24,20,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-21,F-C-1,F-C,1,10-Apr-24,21,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-22,F-C-1,F-C,1,10-Apr-24,22,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-23,F-C-1,F-C,1,10-Apr-24,23,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-24,F-C-1,F-C,1,10-Apr-24,24,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-25,F-C-1,F-C,1,10-Apr-24,25,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-26,F-C-1,F-C,1,10-Apr-24,26,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-27,F-C-1,F-C,1,10-Apr-24,27,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-28,F-C-1,F-C,1,10-Apr-24,28,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-29,F-C-1,F-C,1,10-Apr-24,29,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-30,F-C-1,F-C,1,10-Apr-24,30,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-31,F-C-1,F-C,1,10-Apr-24,31,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-32,F-C-1,F-C,1,10-Apr-24,32,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-33,F-C-1,F-C,1,10-Apr-24,33,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-34,F-C-1,F-C,1,10-Apr-24,34,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-35,F-C-1,F-C,1,10-Apr-24,35,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-36,F-C-1,F-C,1,10-Apr-24,36,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-37,F-C-1,F-C,1,10-Apr-24,37,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-38,F-C-1,F-C,1,10-Apr-24,38,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-39,F-C-1,F-C,1,10-Apr-24,39,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-40,F-C-1,F-C,1,10-Apr-24,40,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-41,F-C-1,F-C,1,10-Apr-24,41,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-42,F-C-1,F-C,1,10-Apr-24,42,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-43,F-C-1,F-C,1,10-Apr-24,43,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-44,F-C-1,F-C,1,10-Apr-24,44,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-45,F-C-1,F-C,1,10-Apr-24,45,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-46,F-C-1,F-C,1,10-Apr-24,46,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-47,F-C-1,F-C,1,10-Apr-24,47,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-48,F-C-1,F-C,1,10-Apr-24,48,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-49,F-C-1,F-C,1,10-Apr-24,49,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-50,F-C-1,F-C,1,10-Apr-24,50,2+,12-Apr-24,13-May-24,31,0,0,0,NA
F-C-1-1,F-C-1,F-C,1,10-Apr-24,1,2+,12-Apr-24,14-May-24,32,0,1,1,NA
F-C-1-2,F-C-1,F-C,1,10-Apr-24,2,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-3,F-C-1,F-C,1,10-Apr-24,3,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-4,F-C-1,F-C,1,10-Apr-24,4,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-5,F-C-1,F-C,1,10-Apr-24,5,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-6,F-C-1,F-C,1,10-Apr-24,6,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-7,F-C-1,F-C,1,10-Apr-24,7,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-8,F-C-1,F-C,1,10-Apr-24,8,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-9,F-C-1,F-C,1,10-Apr-24,9,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-10,F-C-1,F-C,1,10-Apr-24,10,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-11,F-C-1,F-C,1,10-Apr-24,11,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-12,F-C-1,F-C,1,10-Apr-24,12,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-13,F-C-1,F-C,1,10-Apr-24,13,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-14,F-C-1,F-C,1,10-Apr-24,14,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-15,F-C-1,F-C,1,10-Apr-24,15,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-16,F-C-1,F-C,1,10-Apr-24,16,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-17,F-C-1,F-C,1,10-Apr-24,17,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-18,F-C-1,F-C,1,10-Apr-24,18,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-19,F-C-1,F-C,1,10-Apr-24,19,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-20,F-C-1,F-C,1,10-Apr-24,20,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-21,F-C-1,F-C,1,10-Apr-24,21,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-22,F-C-1,F-C,1,10-Apr-24,22,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-23,F-C-1,F-C,1,10-Apr-24,23,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-24,F-C-1,F-C,1,10-Apr-24,24,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-25,F-C-1,F-C,1,10-Apr-24,25,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-26,F-C-1,F-C,1,10-Apr-24,26,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-27,F-C-1,F-C,1,10-Apr-24,27,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-28,F-C-1,F-C,1,10-Apr-24,28,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-29,F-C-1,F-C,1,10-Apr-24,29,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-30,F-C-1,F-C,1,10-Apr-24,30,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-31,F-C-1,F-C,1,10-Apr-24,31,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-32,F-C-1,F-C,1,10-Apr-24,32,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-33,F-C-1,F-C,1,10-Apr-24,33,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-34,F-C-1,F-C,1,10-Apr-24,34,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-35,F-C-1,F-C,1,10-Apr-24,35,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-36,F-C-1,F-C,1,10-Apr-24,36,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-37,F-C-1,F-C,1,10-Apr-24,37,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-38,F-C-1,F-C,1,10-Apr-24,38,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-39,F-C-1,F-C,1,10-Apr-24,39,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-40,F-C-1,F-C,1,10-Apr-24,40,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-41,F-C-1,F-C,1,10-Apr-24,41,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-42,F-C-1,F-C,1,10-Apr-24,42,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-43,F-C-1,F-C,1,10-Apr-24,43,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-44,F-C-1,F-C,1,10-Apr-24,44,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-45,F-C-1,F-C,1,10-Apr-24,45,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-46,F-C-1,F-C,1,10-Apr-24,46,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-47,F-C-1,F-C,1,10-Apr-24,47,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-48,F-C-1,F-C,1,10-Apr-24,48,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-49,F-C-1,F-C,1,10-Apr-24,49,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-50,F-C-1,F-C,1,10-Apr-24,50,2+,12-Apr-24,14-May-24,32,0,0,0,NA
F-C-1-1,F-C-1,F-C,1,10-Apr-24,1,2+,12-Apr-24,15-May-24,33,0,0,0,NA
F-C-1-2,F-C-1,F-C,1,10-Apr-24,2,2+,12-Apr-24,15-May-24,33,0,0,0,NA
F-C-1-3,F-C-1,F-C,1,10-Apr-24,3,2+,12-Apr-24,15-May-24,33,0,0,0,NA
